rnaseq_gene__GENE_DEFB105A,rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_DUX4L2,rnaseq_gene__GENE_TTTY11,rnaseq_gene__GENE_DEFB121,rnaseq_gene__GENE_SNORA19,rnaseq_gene__GENE_SUN5,rnaseq_gene__GENE_C11ORF40,rnaseq_gene__GENE_DEFB127,rnaseq_gene__GENE_OR10K1,rnaseq_gene__GENE_KRTAP12-3,rnaseq_gene__GENE_TAAR2,rnaseq_gene__GENE_OR5F1,rnaseq_gene__GENE_OR10X1,rnaseq_gene__GENE_OR4B1,rnaseq_gene__GENE_FKSG73,rnaseq_gene__GENE_OR8I2,rnaseq_gene__GENE_OR2T27,rnaseq_gene__GENE_OR5H15,rnaseq_gene__GENE_OR10Z1,rnaseq_gene__GENE_OR1S1,rnaseq_gene__GENE_PISRT1,rnaseq_gene__GENE_OR5M9,rnaseq_gene__GENE_OR2T6,rnaseq_gene__GENE_OR4D11,rnaseq_gene__GENE_OR4C45,rnaseq_gene__GENE_OR52A1,rnaseq_gene__GENE_OR51F1,rnaseq_gene__GENE_OR4K5,rnaseq_gene__GENE_KRTAP15-1,rnaseq_gene__GENE_OR6Y1,rnaseq_gene__GENE_OR2M7,rnaseq_gene__GENE_OR8J1,rnaseq_gene__GENE_DEFB136,rnaseq_gene__GENE_TTTY12,rnaseq_gene__GENE_OR5AS1,rnaseq_gene__GENE_OR7G1,rnaseq_gene__GENE_OR4K13,rnaseq_gene__GENE_OR8K1,rnaseq_gene__GENE_OR5I1,rnaseq_gene__GENE_OR4C13,rnaseq_gene__GENE_OR4C46,rnaseq_gene__GENE_TAAR5,rnaseq_gene__GENE_OR6Q1,rnaseq_gene__GENE_OR4K2,rnaseq_gene__GENE_OR5B3,rnaseq_gene__GENE_OR4X1,rnaseq_gene__GENE_OR5L2,rnaseq_gene__GENE_OR4C16,rnaseq_gene__GENE_OR4K14,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_SNORD115-7,rnaseq_gene__GENE_TAS2R16,rnaseq_gene__GENE_OR5R1,rnaseq_gene__GENE_OR8J3,rnaseq_gene__GENE_OR4S1,rnaseq_gene__GENE_OR5H14,rnaseq_gene__GENE_OR7A10,rnaseq_gene__GENE_CXORF66,rnaseq_gene__GENE_CSN1S2A,rnaseq_gene__GENE_SPINT4,methylation_gene__GENE_CCNDBP1,rnaseq_gene__GENE_OR4C15,methylation_gene__GENE_ZNHIT2,rnaseq_gene__GENE_OR51D1,rnaseq_gene__GENE_IFNA6,rnaseq_gene__GENE_OR12D3,rnaseq_gene__GENE_OR2M5,rnaseq_gene__GENE_OR14C36,rnaseq_gene__GENE_OR2Z1,rnaseq_gene__GENE_OR6K2,rnaseq_gene__GENE_OR1S2,rnaseq_gene__GENE_OR51L1,rnaseq_gene__GENE_DEFB107A,methylation_gene__GENE_MOV10,rnaseq_gene__GENE_OR11L1,rnaseq_gene__GENE_OR6C74,methylation_gene__GENE_DECR1,rnaseq_gene__GENE_OR2G3,rnaseq_gene__GENE_OR2Y1,rnaseq_gene__GENE_OR51S1,rnaseq_gene__GENE_OR8H3,rnaseq_gene__GENE_SPATA31B1P,rnaseq_gene__GENE_TAAR9,rnaseq_gene__GENE_DEFB129,rnaseq_gene__GENE_OR1A1,rnaseq_gene__GENE_OR5D13,rnaseq_gene__GENE_OR8B8,rnaseq_gene__GENE_OR9G9,rnaseq_gene__GENE_OR7A17,rnaseq_gene__GENE_OR5T1,rnaseq_gene__GENE_OR4A15,rnaseq_gene__GENE_LINC00608,methylation_gene__GENE_CNOT10,rnaseq_gene__GENE_OR10W1,rnaseq_gene__GENE_OR10G8,rnaseq_gene__GENE_OR10K2,rnaseq_gene__GENE_KRTAP12-4,rnaseq_gene__GENE_C20ORF79,rnaseq_gene__GENE_OR51V1,target
-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.05687186,-0.056941256,-0.059761662,-0.059877835,-0.06147661,-0.063021496,0.09153334,-0.048834685,-0.005396521,-0.049290735,-0.07256462,-0.05513623,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,-0.061227385,-0.0510505,-0.03452563,-0.057611536,-0.051386137,0.052447498,-0.051538043,-0.051617697,-0.064205736,-0.05769207,-0.057309687,-0.07126675,-0.06415578,-0.05731347,-0.051879484,-0.056271918,-0.07603458,-0.052135784,-0.072045244,-0.06267829,-0.052545313,0.029689277,-0.06581708,-0.058577605,-0.052857853,-0.060684837,-0.06493661,-0.05300669,0
-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.05687186,-0.056941256,-0.059761662,-0.059877835,-0.06147661,-0.063021496,-0.07205869,-0.048834685,0.14751506,-0.049290735,-0.07256462,-0.05513623,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,-0.061227385,-0.0510505,-0.097801425,-0.057611536,-0.051386137,-0.14933829,-0.051538043,-0.051617697,-0.064205736,-0.05769207,-0.057309687,-0.07126675,-0.06415578,-0.05731347,-0.051879484,-0.056271918,-0.07603458,-0.052135784,-0.072045244,-0.06267829,-0.052545313,-0.10138955,-0.06581708,-0.058577605,-0.052857853,-0.060684837,-0.06493661,-0.05300669,0
-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.05687186,-0.056941256,-0.059761662,-0.059877835,-0.06147661,-0.063021496,0.050900307,-0.048834685,0.089256115,-0.049290735,-0.07256462,-0.05513623,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,-0.061227385,-0.0510505,0.08439452,-0.057611536,-0.051386137,0.031175422,-0.051538043,-0.051617697,-0.064205736,-0.05769207,-0.057309687,-0.07126675,-0.06415578,-0.05731347,-0.051879484,-0.056271918,-0.07603458,-0.052135784,-0.072045244,-0.06267829,-0.052545313,-0.13053304,-0.06581708,-0.058577605,-0.052857853,-0.060684837,-0.06493661,-0.05300669,1
-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.05687186,-0.056941256,-0.059761662,-0.059877835,-0.06147661,-0.063021496,-0.022501035,-0.048834685,0.061304614,-0.049290735,-0.07256462,-0.05513623,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,-0.061227385,-0.0510505,0.12889206,-0.057611536,-0.051386137,-0.10137047,-0.051538043,-0.051617697,-0.064205736,-0.05769207,-0.057309687,-0.07126675,-0.06415578,-0.05731347,-0.051879484,3.298809,-0.07603458,-0.052135784,-0.072045244,-0.06267829,-0.052545313,-0.17316587,-0.06581708,-0.058577605,-0.052857853,-0.060684837,-0.06493661,-0.05300669,1
-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.05687186,-0.056941256,-0.059761662,-0.059877835,-0.06147661,-0.063021496,-0.16194409,-0.048834685,-0.035549268,-0.049290735,-0.07256462,2.312743,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,-0.061227385,-0.0510505,-0.1709559,-0.057611536,-0.051386137,-0.11314737,-0.051538043,-0.051617697,-0.064205736,-0.05769207,-0.057309687,-0.07126675,-0.06415578,-0.05731347,-0.051879484,-0.056271918,-0.07603458,-0.052135784,-0.072045244,-0.06267829,-0.052545313,-0.18451561,-0.06581708,-0.058577605,-0.052857853,-0.060684837,-0.06493661,-0.05300669,0
-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.05687186,-0.056941256,-0.059761662,-0.059877835,-0.06147661,-0.063021496,-0.1878188,-0.048834685,0.009469039,-0.049290735,-0.07256462,-0.05513623,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,-0.061227385,-0.0510505,-0.15119155,-0.057611536,-0.051386137,-0.10281633,-0.051538043,-0.051617697,-0.064205736,-0.05769207,-0.057309687,-0.07126675,-0.06415578,-0.05731347,-0.051879484,-0.056271918,-0.07603458,-0.052135784,-0.072045244,-0.06267829,-0.052545313,-0.24601714,-0.06581708,-0.058577605,-0.052857853,-0.060684837,-0.06493661,-0.05300669,1
-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.05687186,-0.056941256,-0.059761662,-0.059877835,-0.06147661,-0.063021496,-0.024469106,-0.048834685,0.008216956,-0.049290735,-0.07256462,-0.05513623,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,-0.061227385,-0.0510505,0.044519868,-0.057611536,-0.051386137,-0.055168834,-0.051538043,-0.051617697,-0.064205736,-0.05769207,-0.057309687,-0.07126675,-0.06415578,-0.05731347,-0.051879484,-0.056271918,-0.07603458,-0.052135784,-0.072045244,-0.06267829,-0.052545313,-0.14648718,-0.06581708,-0.058577605,-0.052857853,-0.060684837,-0.06493661,-0.05300669,1
-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.05687186,-0.056941256,-0.059761662,-0.059877835,-0.06147661,-0.063021496,-0.017820762,-0.048834685,-0.21468444,-0.049290735,-0.07256462,-0.05513623,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,-0.061227385,-0.0510505,-0.094069876,-0.057611536,-0.051386137,-0.15367875,-0.051538043,-0.051617697,-0.064205736,-0.05769207,-0.057309687,-0.07126675,-0.06415578,-0.05731347,-0.051879484,-0.056271918,-0.07603458,-0.052135784,-0.072045244,-0.06267829,-0.052545313,-0.097917296,-0.06581708,-0.058577605,-0.052857853,-0.060684837,-0.06493661,-0.05300669,1
-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.05687186,-0.056941256,-0.059761662,-0.059877835,-0.06147661,-0.063021496,0.034150526,-0.048834685,0.07339708,-0.049290735,-0.07256462,-0.05513623,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,-0.061227385,-0.0510505,0.03238922,-0.057611536,-0.051386137,-0.02647488,-0.051538043,-0.051617697,-0.064205736,-0.05769207,-0.057309687,-0.07126675,-0.06415578,-0.05731347,-0.051879484,-0.056271918,-0.07603458,-0.052135784,-0.072045244,-0.06267829,-0.052545313,-0.0036202793,-0.06581708,-0.058577605,-0.052857853,-0.060684837,-0.06493661,-0.05300669,0
-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.05687186,-0.056941256,-0.059761662,-0.059877835,-0.06147661,-0.063021496,-0.039474856,-0.048834685,0.15908909,-0.049290735,-0.07256462,-0.05513623,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,-0.061227385,-0.0510505,-0.038824707,-0.057611536,-0.051386137,0.02035055,-0.051538043,-0.051617697,-0.064205736,-0.05769207,-0.057309687,-0.07126675,-0.06415578,-0.05731347,-0.051879484,-0.056271918,-0.07603458,-0.052135784,-0.072045244,-0.06267829,-0.052545313,-0.14612602,-0.06581708,-0.058577605,-0.052857853,-0.060684837,-0.06493661,-0.05300669,1
-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.05687186,-0.056941256,-0.059761662,-0.059877835,-0.06147661,-0.063021496,0.07625528,-0.048834685,-0.14506668,-0.049290735,-0.07256462,-0.05513623,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,-0.061227385,-0.0510505,-0.039286736,-0.057611536,-0.051386137,-0.11846592,-0.051538043,-0.051617697,-0.064205736,-0.05769207,-0.057309687,-0.07126675,-0.06415578,-0.05731347,-0.051879484,-0.056271918,-0.07603458,-0.052135784,-0.072045244,-0.06267829,-0.052545313,-0.04583514,-0.06581708,-0.058577605,-0.052857853,-0.060684837,-0.06493661,-0.05300669,1
-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.05687186,-0.056941256,-0.059761662,-0.059877835,-0.06147661,-0.063021496,0.007557014,-0.048834685,-0.09945243,-0.049290735,-0.07256462,-0.05513623,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,-0.061227385,-0.0510505,0.007015605,-0.057611536,-0.051386137,-0.04924767,-0.051538043,-0.051617697,-0.064205736,-0.05769207,-0.057309687,-0.07126675,-0.06415578,-0.05731347,-0.051879484,-0.056271918,-0.07603458,-0.052135784,-0.072045244,3.465135,-0.052545313,0.14381906,-0.06581708,-0.058577605,-0.052857853,-0.060684837,-0.06493661,-0.05300669,1
-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.05687186,-0.056941256,-0.059761662,-0.059877835,-0.06147661,-0.063021496,0.047283895,-0.048834685,0.005404654,-0.049290735,-0.07256462,-0.05513623,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,-0.061227385,-0.0510505,0.12055541,-0.057611536,-0.051386137,-0.013854445,-0.051538043,-0.051617697,-0.064205736,-0.05769207,-0.057309687,-0.07126675,-0.06415578,-0.05731347,-0.051879484,-0.056271918,-0.07603458,-0.052135784,-0.072045244,-0.06267829,-0.052545313,-0.036285315,-0.06581708,-0.058577605,-0.052857853,-0.060684837,-0.06493661,-0.05300669,1
-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.05687186,-0.056941256,-0.059761662,-0.059877835,-0.06147661,-0.063021496,-0.07870078,-0.048834685,-0.15089065,-0.049290735,-0.07256462,-0.05513623,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,-0.061227385,-0.0510505,-0.18754403,-0.057611536,-0.051386137,-0.14391975,-0.051538043,-0.051617697,-0.064205736,-0.05769207,-0.057309687,-0.07126675,-0.06415578,-0.05731347,-0.051879484,-0.056271918,-0.07603458,-0.052135784,-0.072045244,-0.06267829,-0.052545313,-0.110230625,-0.06581708,-0.058577605,-0.052857853,-0.060684837,-0.06493661,-0.05300669,1
-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.05687186,-0.056941256,-0.059761662,-0.059877835,-0.06147661,-0.063021496,-0.07308428,-0.048834685,-0.05559662,-0.049290735,-0.07256462,-0.05513623,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,-0.061227385,-0.0510505,-0.12566799,-0.057611536,-0.051386137,-0.08275136,-0.051538043,-0.051617697,-0.064205736,-0.05769207,-0.057309687,-0.07126675,-0.06415578,-0.05731347,-0.051879484,-0.056271918,-0.07603458,-0.052135784,-0.072045244,-0.06267829,-0.052545313,-0.049466845,-0.06581708,-0.058577605,-0.052857853,-0.060684837,-0.06493661,-0.05300669,0
-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.05687186,-0.056941256,-0.059761662,-0.059877835,-0.06147661,-0.063021496,0.024243267,-0.048834685,-0.040384144,-0.049290735,-0.07256462,-0.05513623,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,-0.061227385,-0.0510505,0.009525144,-0.057611536,-0.051386137,0.0927944,-0.051538043,-0.051617697,-0.064205736,-0.05769207,-0.057309687,-0.07126675,-0.06415578,-0.05731347,-0.051879484,-0.056271918,-0.07603458,-0.052135784,-0.072045244,-0.06267829,-0.052545313,-0.08132982,-0.06581708,-0.058577605,-0.052857853,-0.060684837,-0.06493661,-0.05300669,1
-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.04545454,-0.045454543,-0.045454543,-0.049069166,-0.050556514,-0.050556514,-0.051273204,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05567632,-0.056146845,-0.05687186,-0.056941256,-0.059761662,-0.059877835,-0.06147661,-0.063021496,-0.038808353,-0.048834685,-0.04649641,-0.049290735,-0.07256462,-0.05513623,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,-0.061227385,-0.0510505,0.08332485,-0.057611536,-0.051386137,-0.05470403,-0.051538043,-0.051617697,-0.064205736,-0.05769207,-0.057309687,-0.07126675,-0.06415578,-0.05731347,-0.051879484,-0.056271918,-0.07603458,-0.052135784,-0.072045244,-0.06267829,-0.052545313,0.19956735,-0.06581708,-0.058577605,-0.052857853,-0.060684837,-0.06493661,-0.05300669,1
